paper_id,transE_score,year
NOVEL_DIA_W4366989525,13.713468551635742,2023.0
NOVEL_DIA_W4353016766,13.663196563720703,2023.0
NOVEL_DIA_W4367051110,13.189593315124512,2023.0
NOVEL_DIA_W4386867830,13.809503555297852,2023.0
NOVEL_DIA_W4313479734,13.480463027954102,2023.0
NOVEL_DIA_W4392669753,12.7345609664917,2023.0
NOVEL_DIA_W4317853296,13.286601066589355,2023.0
NOVEL_DIA_W4315797044,13.78310489654541,2023.0
NOVEL_DIA_W4323359867,13.858955383300781,2023.0
NOVEL_DIA_W4321748146,13.941726684570312,2023.0
NOVEL_DIA_W4384200891,13.23668098449707,2023.0
NOVEL_DIA_W4387356888,13.725333213806152,2023.0
NOVEL_DIA_W3205786327,13.721653938293457,2022.0
NOVEL_DIA_W4380995257,13.661345481872559,2023.0
NOVEL_DIA_W4385242971,13.636346817016602,2023.0
NOVEL_DIA_W4386091044,13.678266525268555,2023.0
NOVEL_DIA_W4389519254,13.885181427001953,2023.0
NOVEL_DIA_W4389793309,13.796174049377441,2023.0
NOVEL_DIA_W4389523957,13.66592788696289,2023.0
NOVEL_DIA_W4388701278,13.31026840209961,2023.0
NOVEL_DIA_W4379416244,13.306357383728027,2023.0
NOVEL_DIA_W4381930847,13.785693168640137,2023.0
NOVEL_DIA_W4376626501,13.413602828979492,2023.0
NOVEL_DIA_W4323313947,13.771893501281738,2023.0
NOVEL_DIA_W4322631505,13.766221046447754,2023.0
NOVEL_DIA_W4386544117,13.50146484375,2023.0
NOVEL_DIA_W4386347795,13.056408882141113,2023.0
NOVEL_DIA_W4379010216,13.91016674041748,2023.0
NOVEL_DIA_W4378214315,13.673881530761719,2023.0
NOVEL_DIA_W4387954002,13.242670059204102,2023.0
NOVEL_DIA_W4364363895,13.76636028289795,2023.0
NOVEL_DIA_W4386045865,13.769704818725586,2023.0
NOVEL_DIA_W4308947461,13.345747947692871,2022.0
NOVEL_DIA_W4389934892,13.313350677490234,2023.0
NOVEL_DIA_W4377010595,13.660797119140625,2023.0
NOVEL_DIA_W4377041488,13.890218734741211,2023.0
NOVEL_DIA_W4386072877,13.376219749450684,2023.0
NOVEL_DIA_W4327672398,13.653714179992676,2023.0
NOVEL_DIA_W4360980513,13.289173126220703,2023.0
NOVEL_DIA_W4317435136,13.200618743896484,2023.0
NOVEL_DIA_W4380997513,13.811236381530762,2023.0
NOVEL_DIA_W4387232979,13.177051544189453,2023.0
NOVEL_DIA_W4389203481,13.836288452148438,2023.0
NOVEL_DIA_W4366703942,13.65920352935791,2023.0
NOVEL_DIA_W4378470708,13.79516315460205,2023.0
NOVEL_DIA_W4321504196,13.761893272399902,2023.0
NOVEL_DIA_W4323568782,13.869921684265137,2023.0
NOVEL_DIA_W4379054888,13.381525039672852,2023.0
NOVEL_DIA_W4385346108,13.3006010055542,2023.0
NOVEL_DIA_W4380685958,13.723482131958008,2023.0
NOVEL_DIA_W4319663047,13.039644241333008,2023.0
NOVEL_DIA_W4361282369,13.546066284179688,2023.0
NOVEL_DIA_W4376872703,13.683443069458008,2023.0
NOVEL_DIA_W4386317922,13.934579849243164,2023.0
NOVEL_DIA_W4312212221,13.247177124023438,2022.0
NOVEL_MT_W4392343318,13.044678688049316,2024.0
NOVEL_MT_W4387230320,13.585686683654785,2023.0
NOVEL_MT_W3163465952,13.894426345825195,2022.0
NOVEL_MT_W4315865958,13.791197776794434,2023.0
NOVEL_MT_W4385614625,13.029301643371582,2023.0
NOVEL_MT_W4315642941,13.060042381286621,2023.0
NOVEL_MT_W4220897376,13.975337982177734,2022.0
NOVEL_MT_W4392757206,13.609596252441406,2024.0
NOVEL_MT_W4323666400,13.666568756103516,2023.0
NOVEL_MT_W3039695075,13.70673942565918,2022.0
NOVEL_MT_W4384296800,13.636950492858887,2023.0
NOVEL_MT_W4220991830,13.8494873046875,2022.0
NOVEL_MT_W4392851477,13.029459953308105,2024.0
NOVEL_MT_W4310569000,13.880791664123535,2022.0
NOVEL_MT_W4388590203,13.047165870666504,2023.0
NOVEL_MT_W4280531467,13.516447067260742,2022.0
NOVEL_MT_W4281560571,13.115273475646973,2022.0
NOVEL_MT_W4395445997,13.074871063232422,2024.0
NOVEL_MT_W4327811717,13.033499717712402,2023.0
NOVEL_MT_W4292731246,13.72427749633789,2022.0
NOVEL_MT_W4294992918,13.774630546569824,2022.0
NOVEL_MT_W4396936983,13.054740905761719,2024.0
NOVEL_MT_W4282015487,13.75854206085205,2022.0
NOVEL_MT_W4283799942,13.415821075439453,2022.0
NOVEL_MT_W4401349719,13.02042007446289,2024.0
NOVEL_QA_W4384071683,13.665975570678711,2023.0
NOVEL_QA_W4319460874,13.682231903076172,2023.0
NOVEL_QA_W4406152279,13.8452730178833,2025.0
NOVEL_QA_W4364377616,13.671103477478027,2023.0
NOVEL_QA_W4388424540,13.914328575134277,2023.0
NOVEL_SA_W4213436352,13.60931396484375,2022.0
NOVEL_SA_W4353016766,13.663196563720703,2023.0
NOVEL_SA_W4220866631,13.480321884155273,2022.0
NOVEL_SA_W4206670862,13.618385314941406,2022.0
NOVEL_SA_W4390791326,13.671823501586914,2024.0
NOVEL_SA_W4376138804,14.116949081420898,2023.0
NOVEL_SA_W4229024336,13.714838027954102,2022.0
NOVEL_SA_W4378470708,13.79516315460205,2023.0
NOVEL_SA_W4361282369,13.546066284179688,2023.0
NOVEL_SUM_W4388522045,13.616713523864746,2023.0
NOVEL_SUM_W4389519254,13.885181427001953,2023.0
NOVEL_SUM_W4285744692,13.577553749084473,2022.0
NOVEL_SUM_W4386120650,13.65974235534668,2023.0
SKG_DIA_0,13.72664737701416,2019.0
SKG_DIA_2,13.873414993286133,2020.0
SKG_DIA_3,13.83619213104248,2020.0
SKG_DIA_4,13.593801498413086,2019.0
SKG_DIA_6,13.87358570098877,2019.0
SKG_DIA_7,13.80850601196289,2020.0
SKG_DIA_8,13.07092571258545,2019.0
SKG_DIA_9,13.684493064880371,2018.0
SKG_DIA_10,13.992963790893555,2020.0
SKG_DIA_11,13.691207885742188,2020.0
SKG_DIA_12,13.908672332763672,2020.0
SKG_DIA_13,13.979607582092285,2020.0
SKG_DIA_14,13.680230140686035,2020.0
SKG_DIA_15,13.79695987701416,2016.0
SKG_DIA_16,13.930656433105469,2020.0
SKG_DIA_17,13.867134094238281,2020.0
SKG_DIA_18,14.076700210571289,2020.0
SKG_DIA_21,13.91988754272461,2017.0
SKG_DIA_22,13.477726936340332,2020.0
SKG_DIA_23,14.085944175720215,2019.0
SKG_DIA_24,13.2255220413208,2017.0
SKG_DIA_25,13.944162368774414,2017.0
SKG_DIA_27,13.862004280090332,2019.0
SKG_DIA_29,13.913382530212402,2020.0
SKG_DIA_30,13.111286163330078,2019.0
