paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty,n_triples,mean_dist,min_dist,pct_unseen_entity,pct_unseen_pred,transe_unexpectedness,n_citations,mean_link_prob,tgn_unexpectedness,kg_unexpectedness,disruptiveness,disruption_class,rank
NOVEL_SA_13,2021,0.9790288805961608,0.7651245551601423,281.0,49,45,3.912023005428146,0.7651245543950177,0.9511760754137748,0.4207636807183696,0.8609245317404828,281.0,2.1135669,1.4102852,0.0,0.0,0.5991623,17.0,0.5549284829812892,0.62595009190923,0.6125561862343849,0.9464014419640577,DISRUPTIVE,13
NOVEL_SA_48,2021,0.9872881770133972,0.6779026217228464,267.0,336,38,5.820082930352362,0.6779026210449438,0.9704049605493827,0.62598801501506,0.8774627980950628,267.0,2.0366962,1.4731448,0.0,0.0,0.5217827,17.0,0.556661982045454,0.6234065739859155,0.5725946351165081,0.9458649925467698,DISRUPTIVE,14
NOVEL_QA_54,2021,1.0,0.6952380952380952,105.0,18,46,2.9444389791664403,0.695238094542857,0.9999999976718494,0.3166936852890821,0.8707169858077742,105.0,2.1305268,1.4597584,0.0,0.0,0.6162345,3.0,0.6124231417973837,0.5415896799444015,0.5789120806395439,0.9421814080689441,DISRUPTIVE,15
NOVEL_SA_30,2021,0.932497501373291,0.8974358974358975,39.0,45,67,3.828641396489095,0.8974358965384615,0.8428440213164398,0.4117954428954494,0.8106575385187451,39.0,2.3978996,1.4959491,0.0,0.0,0.8853774,8.0,0.6088186882436276,0.546878400548442,0.7161279038112083,0.9410387836829915,DISRUPTIVE,16
NOVEL_SA_49,2021,0.9915273785591124,0.7447916666666666,192.0,113,41,4.736198448394496,0.744791665921875,0.980274459774418,0.5094091443209695,0.8860913694585645,192.0,2.1448734,1.4497769,0.0,0.0,0.63067603,3.0,0.6850621600945791,0.4350083446611884,0.5328421878869296,0.9381954258331542,DISRUPTIVE,17
NOVEL_MT_W4392757206,2024,0.9344531297683716,0.6541019955654102,451.0,551,503,6.313548046277095,0.6541019949113082,0.8473970185546137,0.6790634182513157,0.7919046537956227,451.0,2.0195408,1.3259377,0.0,0.0,0.5045137,503.0,0.29999999999999993,0.9999999999999999,0.752256840467453,0.938056901952147,DISRUPTIVE,18
NOVEL_QA_14,2021,0.9875497817993164,0.7898550724637681,138.0,29,49,3.4011973816621555,0.7898550716739129,0.9710140158641756,0.3658210412290827,0.8742629295626136,138.0,2.0679035,1.3256505,0.0,0.0,0.5531966,9.0,0.5957479165660009,0.5660568026144462,0.5596267058173396,0.9378767549564433,DISRUPTIVE,19
NOVEL_MT_267,2021,0.9885584115982056,0.75,60.0,3,54,1.3862943611198906,0.7499999992499999,0.9733622578411452,0.1491050326479578,0.8462640836035975,60.0,2.153544,1.4798129,0.0,0.0,0.639404,17.0,0.5662284528507906,0.6093699411089536,0.6243869699803648,0.9376537815896334,DISRUPTIVE,20
NOVEL_MT_284,2021,0.9864548444747924,0.6889952153110048,209.0,137,57,4.927253685157205,0.6889952146220095,0.9684648369777,0.5299583856033578,0.8687202673691276,209.0,2.0586226,1.4450481,0.0,0.0,0.54385424,12.0,0.5756891926129659,0.5954884446314803,0.5696713406171318,0.9367476735250686,DISRUPTIVE,21
NOVEL_MT_W3039695075,2022,0.9488046765327454,1.0,206.0,449,50,6.1092475827643655,0.999999999,0.8808095794205173,0.6570895661341866,0.8822756620077808,206.0,1.5884094,1.3148612,0.0,0.0,0.070528045,50.0,0.30000000000000004,0.9999999999999997,0.5352640226483343,0.9356616639484822,DISRUPTIVE,22
