paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty
SKG_MT_835,2012,0.0785533189773559,0.9545454545454546,22.0,1,21,0.6931471805599453,0.954545453590909,0.07855342874379359,0.07661925892995831,0.5163560241859678
SKG_MT_93,2012,0.057294487953186,0.813953488372093,43.0,48,45,3.8918202981106265,0.8139534875581395,0.057294600275132355,0.430194907362849,0.4729140746254076
SKG_SA_268,2012,0.0669161677360534,0.9142857142857144,35.0,163,40,5.099866427824199,0.9142857133714286,0.0669162789013846,0.5637301821324668,0.5402823864595148
SKG_PAR_200,2012,0.0904749035835266,0.8,50.0,21,19,3.091042453358316,0.7999999992,0.09047501191687923,0.3416783458688142,0.47035783895363314
SKG_MT_535,2012,0.0630649328231811,0.8245614035087719,114.0,40,24,3.713572066704308,0.8245614026842105,0.06306504445146645,0.4104916642725502,0.4785558855499469
SKG_PAR_3,2012,0.0882841348648071,0.912087912087912,91.0,44,35,3.8066624897703196,0.912087911175824,0.08828424346151045,0.4207817143929766,0.5334358244118138
SKG_SA_565,2012,0.0702971220016479,0.8666666666666667,60.0,23,24,3.1780538303479458,0.8666666658,0.07029723276055704,0.35129642902690345,0.49658186890691314
SKG_MT_1327,2012,0.0649099349975586,0.8543689320388349,103.0,5,31,1.791759469228055,0.8543689311844659,0.06491004640405758,0.19805791116698682,0.47295427527055467
SKG_MT_1276,2012,0.0527820587158203,0.6363636363636364,121.0,15,25,2.772588722239781,0.6363636357272726,0.0527821715802025,0.30647703571983326,0.36994239006770063
SKG_MT_346,2012,0.0624645352363586,0.8468468468468469,111.0,56,21,4.04305126783455,0.8468468459999999,0.06246464693681732,0.44691171030525656,0.49310045280525255
SKG_MT_1165,2012,0.0577147603034973,0.8732394366197183,71.0,37,44,3.6375861597263857,0.8732394357464788,0.05771487257492302,0.4020923169981863,0.4999148986030272
SKG_MT_1395,2012,0.0615200996398925,0.7830188679245284,106.0,13,18,2.6390573296152584,0.7830188671415094,0.06152021145388113,0.29171671261138277,0.4452891894134454
SKG_MT_1400,2012,0.0607118606567382,0.7241379310344828,29.0,22,21,3.1354942159291497,0.7241379303103448,0.06071197256788465,0.34659196479684096,0.42101295066201033
SKG_MT_613,2012,0.0706620216369628,0.8909090909090909,110.0,19,41,2.995732273553991,0.8909090900181817,0.0706621323520076,0.33114292777883625,0.5068336907277775
SKG_MT_622,2012,0.0853622555732727,0.9285714285714286,42.0,2,0,1.0986122886681098,0.928571427642857,0.08536236452121305,0.12143865223702852,0.5105745248536165
